accession	organism	tax_id	assembly_level	total_seq_len
GCF_035609145.1	Eleutherodactylus coqui	57060	Chromosome	3371297528
GCF_023053635.1	Elgaria multicarinata webbii	159646	Chromosome	1790500004
GCF_022577435.1	Embiotoca jacksoni	100190	Scaffold	634668633
GCF_019669845.1	Emericellopsis atlantica	2614577	Scaffold	27300990
GCF_022114955.1	Emericellopsis cladophorae	2686198	Scaffold	26937373
GCF_000372725.1	Emiliania huxleyi CCMP1516	280463	Scaffold	167675649
GCF_003031625.1	Empidonax traillii	164674	Scaffold	1123485537
GCF_026122565.2	Emydura macquarii macquarii	1129001	Contig	1924425589
GCF_028017835.1	Emys orbicularis	82168	Chromosome	2309740635
GCF_000091225.2	Encephalitozoon cuniculi GB-M1	284813	Chromosome	2497519
GCF_000277815.2	Encephalitozoon hellem ATCC 50504	907965	Chromosome	2251784
GCF_000146465.1	Encephalitozoon intestinalis ATCC 50506	876142	Chromosome	2216898
GCF_000280035.1	Encephalitozoon romaleae SJ-2008	1178016	Chromosome	2187595
GCF_000464535.1	Endocarpon pusillum Z07020	1263415	Scaffold	37130611
GCF_034702125.1	Engraulis encrasicolus	184585	Chromosome	1435183673
GCF_040894005.1	Engystomops pustulosus	76066	Chromosome	2158203323
GCF_002288905.1	Enhydra lutris kenyoni	391180	Scaffold	2455260235
GCF_043641665.1	Enoplosus armatus	215367	Chromosome	579881259
GCF_000209125.1	Entamoeba dispar SAW760	370354	Scaffold	30633164
GCF_000208925.1	Entamoeba histolytica HM-1:IMSS	294381	Scaffold	20835395
GCF_000330505.1	Entamoeba invadens IP1	370355	Scaffold	40878307
GCF_000257125.1	Entamoeba nuttalli P19	1076696	Scaffold	14399953
GCF_033978785.1	Entelurus aequoreus	161455	Chromosome	1892198045
GCF_041222505.1	Epargyreus clarus	520877	Scaffold	451785667
GCF_011397635.1	Epinephelus fuscoguttatus	293821	Chromosome	1046995804
GCF_041903045.1	Epinephelus lanceolatus	310571	Chromosome	1089387278
GCF_006386435.1	Epinephelus moara	300413	Chromosome	1030460988
GCF_945859705.1	Episyrphus balteatus	286459	Chromosome	535345329
GCF_022376455.1	Epithele typhae	378194	Contig	56143418
GCF_027574615.1	Eptesicus fuscus	29078	Chromosome	2008057866
GCF_041296235.1	Equus asinus	9793	Chromosome	2797756172
GCF_041296265.1	Equus caballus	9796	Chromosome	2769438211
GCF_037783145.1	Equus przewalskii	9798	Chromosome	2499640368
GCF_021613505.1	Equus quagga	89248	Chromosome	2500914156
GCF_010015585.1	Eremomyces bilateralis CBS 781.70	1392243	Scaffold	26864015
GCF_000235365.1	Eremothecium cymbalariae DBVPG#7215	931890	Chromosome	9669424
GCF_000091025.4	Eremothecium gossypii ATCC 10895	284811	Complete Genome	9095748
GCF_001548555.1	Eremothecium sinecaudum	45286	Complete Genome	8922523
GCF_965152235.1	Eretmochelys imbricata	27787	Chromosome	2217987207
GCF_010389155.1	Erigeron canadensis	72917	Chromosome	426223753
GCF_950295315.1	Erinaceus europaeus	9365	Chromosome	2720683831
GCF_024679095.1	Eriocheir sinensis	95602	Chromosome	1765827443
GCF_903797595.1	Erithacus rubecula	37610	Chromosome	1086738418
GCF_900747795.2	Erpetoichthys calabaricus	27687	Chromosome	3613534470
GCF_000504015.1	Erythranthe guttata	4155	Scaffold	321641293
GCF_031021105.1	Erythrolamprus reginae	121349	Chromosome	1964049041
GCF_028021215.1	Eschrichtius robustus	9764	Chromosome	2982418581
GCF_011004845.1	Esox lucius	8010	Chromosome	918731919
GCF_013103735.1	Etheostoma cragini	417921	Chromosome	643078674
GCF_008692095.1	Etheostoma spectabile	54343	Chromosome	854790067
GCF_028564815.1	Eubalaena glacialis	27606	Chromosome	2843675187
GCF_028583425.1	Eublepharis macularius	481883	Chromosome	2237379946
GCF_016545825.1	Eucalyptus grandis	71139	Chromosome	615891308
GCF_026437365.1	Eucyclogobius newberryi	166745	Scaffold	984795555
GCF_001483705.2	Eufriesea mexicana	516756	Scaffold	595427025
GCF_041146395.1	Eulemur rufifrons	859984	Chromosome	2415577446
GCF_029931775.1	Euleptes europaea	460621	Chromosome	1781916107
GCF_004028035.1	Eumetopias jubatus	34886	Scaffold	2418246527
GCF_945859685.1	Eupeodes corollae	290404	Chromosome	648195582
GCF_963576675.1	Euphorbia lathyris	212925	Chromosome	1020389306
GCF_053919585.1	Euprymna scolopes	6613	Chromosome	5899119343
GCF_040869045.1	Eurosta solidaginis	178769	Chromosome	1907801847
GCF_000690775.1	Eurypyga helias	54383	Scaffold	1088019637
GCF_000591075.1	Eurytemora carolleeae	1294199	Scaffold	389032277
GCF_000478725.1	Eutrema salsugineum	72664	Scaffold	243110105
GCF_040115645.1	Euwallacea fornicatus	995702	Chromosome	219832364
GCF_039881205.1	Euwallacea similis	1736056	Chromosome	177600458
GCF_001417965.1	Exaiptasia diaphana	2652724	Scaffold	256132296
GCF_039878825.1	Excalfactoria chinensis	46218	Chromosome	966847183
GCF_000709125.1	Exophiala aquamarina CBS 119918	1182545	Scaffold	41566958
GCF_035927105.1	Exophiala bonariae	1690606	Contig	37886950
GCF_000230625.1	Exophiala dermatitidis NIH/UT8656	858893	Scaffold	26350763
GCF_000836275.1	Exophiala mesophila	212818	Scaffold	29273723
GCF_000835515.1	Exophiala oligosperma	215243	Scaffold	38224514
GCF_000836115.1	Exophiala spinifera	91928	Scaffold	32912349
GCF_022695815.1	Exophiala viscosa	2486360	Scaffold	28289675
GCF_000835505.1	Exophiala xenobiotica	348802	Scaffold	31405760
GCF_000359705.1	Exserohilum turcica Et28A	671987	Scaffold	43013545
GCF_023638135.1	Falco biarmicus	345155	Chromosome	1285492283
GCF_023634085.1	Falco cherrug	345164	Chromosome	1309366964
GCF_017639655.2	Falco naumanni	148594	Chromosome	1215702009
GCF_023634155.1	Falco peregrinus	8954	Chromosome	1311580791
GCF_963210335.1	Falco punctatus	148596	Chromosome	1279260504
GCF_015220075.1	Falco rusticolus	120794	Chromosome	1195829278
GCF_018350175.1	Felis catus	9685	Chromosome	2425730029
GCF_051991245.1	Festucalex cinctus	1073243	Chromosome	695194371
GCF_000313525.1	Fibroporia radiculosa	599839	Scaffold	28378039
GCF_000247815.1	Ficedula albicollis	59894	Chromosome	1118326800
GCF_021052385.1	Filobasidium floriforme	5210	Contig	27469088
GCF_025526975.1	Fimicolochytrium jonesii	1396493	Contig	30619153
GCF_002217175.1	Folsomia candida	158441	Scaffold	221702752
GCF_000271605.1	Fomitiporia mediterranea MF3/22	694068	Scaffold	63354419
GCF_022376445.1	Fomitopsis serialis	139415	Contig	66694225
GCF_001651985.1	Fonsecaea erecta	1367422	Scaffold	34747975
GCF_001642475.1	Fonsecaea monophora	254056	Contig	35229797
GCF_000836435.1	Fonsecaea multimorphosa CBS 102226	1442371	Scaffold	33447075
GCF_001646965.1	Fonsecaea nubica	856822	Scaffold	33787447
GCF_000835455.1	Fonsecaea pedrosoi CBS 271.37	1442368	Scaffold	34688880
GCF_000388065.1	Fonticula alba	691883	Scaffold	31216622
GCF_000806365.1	Fopius arisanus	64838	Scaffold	153631861
GCF_003651465.1	Formica exsecta	72781	Scaffold	277633851
GCF_000184155.1	Fragaria vesca subsp. vesca	101020	Chromosome	214217322
GCF_000697945.3	Frankliniella occidentalis	133901	Scaffold	405722110
GCF_011392965.1	Frieseomelitta varia	561572	Scaffold	275421029
GCF_012274545.1	Fukomys damarensis	885580	Scaffold	2334358650
GCF_000690835.1	Fulmarus glacialis	30455	Scaffold	1141395646
GCF_020509005.1	Fulvia fulva	5499	Complete Genome	67169167
GCF_011125445.2	Fundulus heteroclitus	8078	Chromosome	1203489213
GCF_003316985.1	Fusarium coffeatum	231269	Contig	37769732
GCF_026873545.1	Fusarium falciforme	195108	Complete Genome	53563088
GCF_020744385.1	Fusarium flagelliforme	2675880	Contig	40328194
GCF_900079805.1	Fusarium fujikuroi IMI 58289	1279085	Chromosome	43832314
GCF_000240135.3	Fusarium graminearum PH-1	229533	Chromosome	36458046
GCF_025433545.1	Fusarium keratoplasticum	1328300	Chromosome	49462855
GCF_900044065.1	Fusarium mangiferae	192010	Scaffold	46292722
GCF_019915245.1	Fusarium musae	1042133	Chromosome	44015302
GCF_000260195.1	Fusarium odoratissimum NRRL 54006	1089451	Scaffold	46553780
GCF_000149955.1	Fusarium oxysporum f. sp. lycopersici 4287	426428	Chromosome	61386934
GCF_013085055.1	Fusarium oxysporum Fo47	660027	Complete Genome	50358849
GCF_019609905.1	Fusarium poae	36050	Chromosome	43859651
GCF_900067095.1	Fusarium proliferatum ET1	1227346	Scaffold	45210324
GCF_000303195.2	Fusarium pseudograminearum CS3096	1028729	Chromosome	36863345
GCF_020744475.1	Fusarium redolens	48865	Contig	52563400
GCF_023522795.1	Fusarium solani	169388	Contig	59379714
GCF_013396075.1	Fusarium subglutinans	42677	Contig	44177197
GCF_013396195.1	Fusarium tjaetaba	1567544	Scaffold	43066134
GCF_000151355.1	Fusarium vanettenii 77-13-4	660122	Scaffold	51286497
GCF_020744135.1	Fusarium venenatum	56646	Contig	37452605
GCF_000149555.1	Fusarium verticillioides 7600	334819	Chromosome	41791161
GCF_026213295.1	Gadus chalcogrammus	1042646	Chromosome	629920150
GCF_031168955.1	Gadus macrocephalus	80720	Chromosome	555681083
GCF_902167405.1	Gadus morhua	8049	Chromosome	669949713
GCF_000145635.1	Gaeumannomyces tritici R3-111a-1	644352	Scaffold	43618147
GCF_000341285.1	Galdieria sulphuraria	130081	Scaffold	13712004
GCF_000255335.2	Galendromus occidentalis	34638	Scaffold	151460383
GCF_000696425.1	Galeopterus variegatus	482537	Scaffold	3187643824
GCF_026898425.1	Galleria mellonella	7137	Contig	471899840
GCF_016699485.2	Gallus gallus	9031	Chromosome	1053315467
GCF_016700215.2	Gallus gallus	9031	Chromosome	1050511239
GCF_019740435.1	Gambusia affinis	33528	Chromosome	680149392
GCF_025024155.1	Gamsiella multidivaricata	101098	Contig	37665308
GCF_049309525.1	Garra rufa	137080	Chromosome	1391285389
GCF_964276395.1	Gasterosteus aculeatus	69293	Chromosome	511138727
GCF_033153095.1	Gastrolobium bilobum	150636	Contig	591270798
GCF_030936135.1	Gavia stellata	37040	Chromosome	1321270170
GCF_001723915.1	Gavialis gangeticus	94835	Scaffold	2640775248
GCF_001447785.1	Gekko japonicus	146911	Scaffold	2490257917
GCF_046128005.1	Genypterus blacodes	154954	Contig	463765610
GCF_012550715.1	Geosmithia morbida	1094350	Scaffold	26543684
GCF_000277835.1	Geospiza fortis	48883	Scaffold	1065292181
GCF_902459505.2	Geotrypetes seraphini	260995	Chromosome	3779413726
GCF_000002435.2	Giardia duodenalis	5741	Chromosome	12078186
GCF_016097555.1	Gigantopelta aegis	1735272	Chromosome	1149605642
GCF_025201335.1	Gilbertella persicaria	101096	Contig	25732466
GCF_054371585.1	Giraffa tippelskirchi	439328	Complete Genome	2578316437
GCF_021462225.1	Girardinichthys multiradiatus	208333	Chromosome	1150004004
GCF_964340395.1	Glandiceps talaboti	1443217	Chromosome	590492491
GCF_000409485.1	Glarea lozoyensis ATCC 20868	1116229	Scaffold	39509734
GCF_963455315.2	Globicephala melas	9731	Chromosome	2651276051
GCF_000344685.1	Gloeophyllum trabeum ATCC 11539	670483	Scaffold	37178225
GCF_014805625.2	Glossina fuscipes	7396	Scaffold	389358103
GCF_000004515.6	Glycine max	3847	Chromosome	978386919
GCF_004193775.1	Glycine soja	3848	Chromosome	1013211804
GCF_949357685.1	Gobio gobio	27704	Chromosome	1460662624
GCF_951799975.1	Gobius niger	85417	Chromosome	870555617
GCF_007399415.2	Gopherus evgoodei	1825980	Chromosome	2298547364
GCF_025201925.1	Gopherus flavomarginatus	286002	Chromosome	2460542086
GCF_954871325.1	Gordionus sp. m RMFG-2023	3053472	Chromosome	287640266
GCF_029281585.2	Gorilla gorilla gorilla	9595	Chromosome	3545834224
GCF_025698485.1	Gossypium arboreum	29729	Chromosome	1620504428
GCF_007990345.1	Gossypium hirsutum	3635	Chromosome	2305241538
GCF_025698545.1	Gossypium raimondii	29730	Chromosome	750205487
GCF_900634775.2	Gouania willdenowi	441366	Chromosome	937150793
GCF_016433145.1	Gracilinanus agilis	191870	Chromosome	3701017385
GCF_004785775.1	Grammomys surdaster	491861	Scaffold	2412664998
GCF_000223845.1	Gregarina niphandrodes	110365	Scaffold	14009070
GCF_000143105.1	Grosmannia clavigera kw1407	655863	Scaffold	29794006
GCF_028858705.1	Grus americana	9117	Chromosome	1257821324
GCF_964106855.1	Grus grus	40816	Chromosome	1352263658
GCF_000002975.1	Guillardia theta	55529	Chromosome	551264
GCF_000315625.1	Guillardia theta CCMP2712	905079	Scaffold	87145349
GCF_019112545.1	Guyanagaster necrorhizus	856835	Scaffold	53686691
GCF_902827175.1	Gymnodraco acuticeps	8218	Scaffold	996888495
GCF_018139145.2	Gymnogyps californianus	33616	Chromosome	1240248578
GCF_963280865.1	Gymnoscopelus braueri	948025	Chromosome	1367966668
GCF_001263275.1	Habropoda laboriosa	597456	Scaffold	296954667
GCF_048455015.1	Haemaphysalis longicornis	44386	Scaffold	3091334561
GCF_050003625.1	Haematobia irritans	7368	Chromosome	1173502364
GCF_027477595.1	Haemorhous mexicanus	30427	Chromosome	1148216196
GCF_947461875.1	Haliaeetus albicilla	8969	Chromosome	1320298205
GCF_000737465.1	Haliaeetus leucocephalus	52644	Scaffold	1178409481
GCF_033239565.1	Halichoeres trimaculatus	147232	Scaffold	849908974
GCF_964656455.1	Halichoerus grypus	9711	Chromosome	2400061917
GCF_963675165.1	Halichondria panicea	6063	Chromosome	131456761
GCF_050948215.1	Halictus rubicundus	77578	Chromosome	618167500
GCF_037392515.1	Haliotis asinina	109174	Chromosome	1143434573
GCF_022045235.1	Haliotis cracherodii	6455	Scaffold	1182234246
GCF_003918875.1	Haliotis rubra	36100	Scaffold	1378265264
GCF_023055435.1	Haliotis rufescens	6454	Scaffold	1334454214
GCF_025201355.1	Halteromyces radiatus	101107	Contig	26215609
GCF_000696795.3	Halyomorpha halys	286706	Scaffold	1150087594
GCF_018398535.1	Haplochromis burtoni	8153	Scaffold	854572272
GCF_914767665.1	Harmonia axyridis	115357	Chromosome	425524972
GCF_003227715.2	Harpegnathos saltator	610380	Scaffold	334161684
GCF_026419915.1	Harpia harpyja	202280	Chromosome	1351447071
GCF_036169615.1	Heliangelus exortis	472823	Chromosome	1049650714
GCF_002127325.2	Helianthus annuus	4232	Chromosome	3009595538
GCF_030705265.1	Helicoverpa armigera	29058	Chromosome	355232002
GCF_022581195.2	Helicoverpa zea	7113	Chromosome	375165593
GCF_000326865.2	Helobdella robusta	6412	Scaffold	235049875
GCF_019097595.1	Hemibagrus wyckioides	337641	Chromosome	789799567
GCF_027244095.1	Hemicordylus capensis	884348	Chromosome	2294751221
GCF_020745735.1	Hemiscyllium ocellatum	170820	Chromosome	3983466396
GCF_000018645.1	Hemiselmis andersenii	464988	Chromosome	571872
GCF_048418815.1	Hemitrygon akajei	2704970	Chromosome	4229631903
GCF_033568475.1	Henckelia pumila	405737	Chromosome	884533598
GCF_000315915.1	Henningerozyma blattae CBS 6284	1071380	Chromosome	14048593
GCF_035084215.1	Heptranchias perlo	212740	Chromosome	3249915908
GCF_905115235.1	Hermetia illucens	343691	Chromosome	1004932590
GCF_014898765.1	Herpailurus yagouaroundi	1608482	Scaffold	2473123098
GCF_002168275.1	Herrania umbratica	108875	Scaffold	234039246
GCF_022747635.1	Hetaerina americana	62018	Scaffold	1629772411
GCF_000320585.1	Heterobasidion irregulare TC 32-1	747525	Scaffold	33649967
GCF_000247695.1	Heterocephalus glaber	10181	Scaffold	2618188253
GCF_036365525.1	Heterodontus francisci	7792	Chromosome	6013048672
GCF_032191835.1	Heteronotia binoei	13085	Chromosome	2633446684
GCF_000004825.1	Heterostelium album PN500	670386	Scaffold	32970186
GCF_030052815.1	Hevea brasiliensis	3981	Chromosome	1876490218
GCF_006381635.1	Hibiscus syriacus	106335	Scaffold	1826769743
GCF_001891065.2	Hippocampus comes	109280	Scaffold	492114877
GCF_025434085.1	Hippocampus zosterae	109293	Chromosome	544504747
GCF_009819705.1	Hippoglossus hippoglossus	8267	Chromosome	596775069
GCF_022539355.2	Hippoglossus stenolepis	195615	Chromosome	602147347
GCF_030028045.1	Hippopotamus amphibius kiboko	575201	Chromosome	2538242855
GCF_001890085.2	Hipposideros armiger	186990	Scaffold	2236309530
GCF_020360975.1	Hirsutella rhossiliensis	111463	Scaffold	81749301
GCF_015227805.2	Hirundo rustica	43150	Chromosome	1105955550
GCF_020186115.1	Histomonas meleagridis	135588	Scaffold	43414808
GCF_000150115.1	Histoplasma capsulatum G186AR	447093	Scaffold	30438878
GCF_000149585.1	Histoplasma mississippiense	2059318	Scaffold	32988475
GCF_021130785.1	Homalodisca vitripennis	197043	Chromosome	2304988238
GCF_018991925.1	Homarus americanus	6706	Scaffold	2292059586
GCF_000001405.40	Homo sapiens	9606	Chromosome	3099441038
GCF_009914755.1	Homo sapiens	9606	Complete Genome	3117275501
GCF_029633855.1	Hoplias malabaricus	27720	Chromosome	1186354877
GCF_904849725.1	Hordeum vulgare subsp. vulgare	112509	Chromosome	4225577519
GCF_000348985.1	Huiozyma naganishii CBS 8797	1071383	Chromosome	10845821
GCF_963169125.1	Humulus lupulus	3486	Chromosome	2488098718
GCF_003009895.1	Hyaena hyaena	95912	Scaffold	2374716107
GCF_000764305.2	Hyalella azteca	294128	Scaffold	542348180
GCF_002865645.1	Hyaloscypha bicolor E	1095630	Scaffold	82384847
GCF_964215635.1	Hydra viridissima	6082	Chromosome	243968693
GCF_038396675.1	Hydra vulgaris	6087	Complete Genome	911675201
GCF_037890685.1	Hydra vulgaris	6087	Complete Genome	834212037
GCF_029227915.1	Hydractinia symbiolongicarpus	13093	Chromosome	480922349
GCF_029499605.1	Hyla sarda	327740	Chromosome	4142159359
GCF_026225885.1	Hylaeus anthracinus	313031	Scaffold	254516172
GCF_026283585.1	Hylaeus volcanicus	313075	Chromosome	252651163
GCF_009828535.3	Hylobates moloch	81572	Scaffold	2848323459
GCF_030144855.1	Hypanus sabinus	79690	Chromosome	4044869043
GCF_040937935.1	Hyperolius riggenbachi	752182	Chromosome	4915935452
GCF_949752795.1	Hyperoodon ampullatus	48744	Chromosome	2828744367
GCF_001661395.1	Hyphopichia burtonii NRRL Y-1933	984485	Scaffold	12403110
GCF_021917145.1	Hypomesus transpacificus	137520	Chromosome	437273953
GCF_003589595.1	Hyposmocoma kahamanoa	1477025	Scaffold	731440758
GCF_022984875.1	Hypoxylon fragiforme	63214	Contig	36400909
GCF_022578975.1	Hypoxylon trugodes	326681	Scaffold	39350407
GCF_000220395.1	Ichthyophthirius multifiliis	5932	Scaffold	48799969
GCF_023375685.1	Ictalurus furcatus	66913	Chromosome	825459183
GCF_001660625.3	Ictalurus punctatus	7998	Chromosome	842926452
GCF_052094955.1	Ictidomys tridecemlineatus	43179	Chromosome	3144977123
GCF_021365365.1	Ilyonectria robusta	1079257	Contig	59648482
GCF_907164915.1	Impatiens glandulifera	253017	Chromosome	653879104
GCF_027791375.1	Indicator indicator	1002788	Chromosome	1147325966
GCF_001879475.1	Ipomoea nil	35883	Scaffold	734803190
GCF_003576645.1	Ipomoea triloba	35885	Chromosome	461827428
GCF_921293095.1	Ischnura elegans	197161	Chromosome	1722738530
GCF_016920785.2	Ixodes scapularis	6945	Scaffold	2226883318
GCF_020740685.1	Jaculus jaculus	51337	Chromosome	2863848715
GCF_003144245.1	Jaminaea rosea	1569628	Scaffold	16615586
GCF_014843425.1	Jatropha curcas	180498	Scaffold	266800151
GCF_004785595.1	Juglans microcarpa x Juglans regia	2249226	Chromosome	527895757
GCF_001411555.2	Juglans regia	51240	Chromosome	572786133
GCF_000497045.1	Kalmanozyma brasiliensis GHG001	1365824	Scaffold	17325407
GCF_000304475.1	Kazachstania africana CBS 2517	1071382	Chromosome	11130140
GCF_025024165.1	Kickxella alabastrina	61397	Contig	22263034
GCF_000002515.2	Kluyveromyces lactis	28985	Complete Genome	10689156
GCF_001417885.1	Kluyveromyces marxianus DMKU3-1042	1003335	Complete Genome	10920159
GCF_036327395.1	Knufia obscura	1635080	Contig	30507620
GCF_038497685.1	Kockiozyma suomiensis	1337062	Scaffold	14000343
GCF_002102565.1	Kockovaella imperatae	4999	Contig	17465713
GCF_026419965.1	Kogia breviceps	27615	Chromosome	2555838840
GCF_000027005.1	Komagataella phaffii GS115	644223	Chromosome	9216378
GCF_001649575.2	Kryptolebias marmoratus	37003	Chromosome	680638340
GCF_000576695.1	Kuraishia capsulata CBS 1993	1382522	Scaffold	11371246
GCF_000512585.2	Kwoniella bestiolae CBS 10118	1296100	Complete Genome	24551665
GCF_036426115.1	Kwoniella botswanensis	1268659	Complete Genome	23007246
GCF_000512565.2	Kwoniella dejecticola CBS 10117	1296121	Complete Genome	23932770
GCF_036810415.1	Kwoniella dendrophila CBS 6074	1295534	Complete Genome	23026020
GCF_036810445.1	Kwoniella europaea PYCC6329	1423913	Complete Genome	22833461
GCF_000507465.2	Kwoniella mangroviensis CBS 8507	1296122	Chromosome	22796923
GCF_039105145.1	Kwoniella newhampshirensis	1651941	Chromosome	20459564
GCF_000512605.2	Kwoniella pini CBS 10737	1296096	Complete Genome	20887338
GCF_008629635.2	Kwoniella shandongensis	1734106	Complete Genome	21305292
GCF_035658355.1	Kwoniella shivajii	564305	Complete Genome	22171496
GCF_022985175.1	Labeo rohita	84645	Chromosome	1126541939
GCF_963930695.1	Labrus bergylta	56723	Chromosome	720210020
GCF_963584025.1	Labrus mixtus	508554	Chromosome	740563171
GCF_000143565.1	Laccaria bicolor S238N-H82	486041	Scaffold	64877444
GCF_009819535.1	Lacerta agilis	80427	Chromosome	1391387079
GCF_000938715.1	Lachancea lanzarotensis	1245769	Scaffold	11092131
GCF_000142805.1	Lachancea thermotolerans CBS 6340	559295	Chromosome	10392862
GCF_007821495.1	Lachnellula hyalina	1316788	Contig	33828344
GCF_052625555.1	Lactuca saligna	75948	Chromosome	2155816994
GCF_002870075.5	Lactuca sativa	4236	Complete Genome	2601098885
GCF_051521515.1	Lactuca serriola	75943	Chromosome	2552029383
GCF_052849685.1	Lactuca virosa	75947	Chromosome	3378627238
GCF_001632365.1	Laetiporus sulphureus 93-53	1314785	Scaffold	39909705
GCF_949774975.1	Lagenorhynchus albirostris	27610	Chromosome	2544819402
GCF_019238085.1	Lagopus leucura	30410	Scaffold	1016020572
GCF_023343835.1	Lagopus muta	64668	Chromosome	1026755127
GCF_964198595.1	Lampetra fluviatilis	7748	Chromosome	1042458987
GCF_965212315.1	Lampetra planeri	7750	Chromosome	960362263
GCF_029633865.1	Lampris incognitus	2546036	Chromosome	1482357630
GCF_000972845.2	Larimichthys crocea	215358	Chromosome	657923191
GCF_964199755.1	Larus michahellis	119627	Chromosome	1405564706
GCF_012971845.1	Lasiodiplodia theobromae	45133	Contig	43694574
GCF_051020765.1	Lasioglossum baleicum	434251	Chromosome	595325230
GCF_030549165.1	Lasiosphaeria miniovina	1954250	Contig	49418628
GCF_001640805.2	Lates calcarifer	8187	Chromosome	673797687
GCF_037157495.1	Lathamus discolor	678569	Chromosome	1241003407
GCF_024323335.1	Lathyrus oleraceus	3888	Chromosome	3796066963
GCF_037176945.1	Latimeria chalumnae	7897	Chromosome	2947609019
GCF_023078275.1	Leguminivora glycinivorella	1035111	Chromosome	657423512
GCF_000002845.2	Leishmania braziliensis MHOM/BR/75/M2904	420245	Chromosome	32068771
GCF_000227135.1	Leishmania donovani	5661	Chromosome	32444968
GCF_017916305.1	Leishmania enriettii	5663	Chromosome	33318864
GCF_000002875.2	Leishmania infantum JPCM5	435258	Chromosome	32122061
GCF_000002725.2	Leishmania major strain Friedlin	347515	Complete Genome	32855089
GCF_017916325.1	Leishmania martiniquensis	1580590	Chromosome	32413670
GCF_000234665.1	Leishmania mexicana MHOM/GT/2001/U1103	929439	Chromosome	32108741
GCF_017916335.1	Leishmania orientalis	2249476	Chromosome	34194276
GCF_000755165.1	Leishmania panamensis	5679	Chromosome	30688794
GCF_017918215.1	Leishmania sp. Ghana 2012 LV757	2803181	Chromosome	35953538
GCF_017918225.1	Leishmania sp. Namibia	2802991	Chromosome	34118624
GCF_020740605.2	Lemur catta	9447	Chromosome	2245584463
GCF_021015755.1	Lentinula edodes	5353	Contig	45594472
GCF_003813185.1	Lentinus tigrinus ALCF2SS1-7	1328758	Scaffold	39530113
GCF_018350155.1	Leopardus geoffroyi	46844	Chromosome	2426370816
GCF_016086655.4	Lepeophtheirus salmonis	72036	Chromosome	647090668
GCF_965140285.1	Lepidochelys kempii	8472	Chromosome	2219022919
GCF_001604755.1	Lepidothrix coronata	321398	Scaffold	1079577334
GCF_040954835.1	Lepisosteus oculatus	7918	Chromosome	1200589847
GCF_905404315.1	Leptidea sinapis	189913	Chromosome	685583065
GCF_025532065.1	Leptinotarsa decemlineata	7539	Scaffold	810459509
GCF_031893055.1	Leptodactylus fuscus	238119	Chromosome	2197979350
GCF_001293395.1	Leptomonas pyrrhocoris	157538	Scaffold	30379903
GCF_000349705.1	Leptonychotes weddellii	9713	Scaffold	3156886159
GCF_019393585.1	Leptopilina boulardi	63433	Scaffold	354804354
GCF_015476425.1	Leptopilina heterotoma	63436	Contig	484694486
GCF_000691785.1	Leptosomus discolor	188344	Scaffold	1136244952
GCF_033115175.1	Lepus europaeus	9983	Chromosome	2930954587
GCF_014066305.1	Letharia columbiana	112416	Contig	52265057
GCF_014066315.1	Letharia lupina	560253	Contig	49166941
GCF_015708825.2	Lethenteron reissneri	7753	Chromosome	1063012140
GCF_028641065.1	Leucoraja erinaceus	7782	Chromosome	2190844947
GCF_036924035.1	Leuresthes tenuis	355514	Scaffold	917098913
GCF_029851405.1	Lichtheimia ornata	688661	Scaffold	37534108
GCF_963576545.1	Limanda limanda	27771	Chromosome	717580706
GCF_038497785.1	Limtongia smithiae	1125753	Scaffold	14146010
GCF_000517525.1	Limulus polyphemus	6850	Scaffold	1828256766
GCF_002104995.1	Linderina pennispora	61395	Contig	26202545
GCF_010093535.1	Lindgomyces ingoldianus	673940	Scaffold	69030646
GCF_040581485.1	Linepithema humile	83485	Chromosome	244426654
GCF_910592395.1	Lineus longissimus	88925	Chromosome	391165532
GCF_001039355.2	Lingula anatina	7574	Scaffold	406282338
GCF_032854445.1	Liolophura sinensis	3198878	Chromosome	609495693
GCF_038497795.1	Lipomyces arxii	56418	Scaffold	11916093
GCF_038497645.1	Lipomyces chichibuensis	1546026	Scaffold	16367653
GCF_038497915.1	Lipomyces doorenjongii	383834	Scaffold	18877777
GCF_038497905.1	Lipomyces japonicus	56871	Scaffold	13369807
GCF_038497815.1	Lipomyces oligophaga	45792	Scaffold	13579278
GCF_029532465.1	Lipomyces tetrasporus	54092	Contig	20779202
GCF_963383615.1	Lipophrys pholis	56720	Chromosome	768226363
GCF_000442215.2	Lipotes vexillifer	118797	Scaffold	2419479385
GCF_964261635.1	Lissotriton helveticus	256425	Chromosome	23170028842
GCF_037356315.1	Lithobates pipiens	8404	Scaffold	5869026128
GCF_036872675.1	Lithohypha guttulata	1690604	Scaffold	24440621
GCF_037325665.1	Littorina saxatilis	31220	Chromosome	1256192465
GCF_000183805.2	Loa loa	7209	Scaffold	91365832
GCF_002105155.1	Lobosporangium transversale	64571	Contig	42768949
GCF_963989305.1	Lodderomyces beijingensis	1775926	Complete Genome	15114296
GCF_030384665.1	Lodderomyces elongisporus	36914	Complete Genome	16086460
GCF_019359855.2	Lolium perenne	4522	Chromosome	2264761315
GCF_022539505.1	Lolium rigidum	89674	Chromosome	2438467165
GCF_046129695.1	Lonchura striata	40157	Chromosome	1207550942
GCF_010015895.1	Lontra canadensis	76717	Scaffold	2405748306
